Fiscal_Year,Province_Territory,Age_Group,Sex,Number_of_Discharges,Total_Length_of_Stay_Days,Average_Length_of_Stay_Days
2013–2014,Yukon,70–74,Male,88.0,921.0,10.5
2013–2014,Yukon,75–79,All,150.0,1371.0,9.1
2013–2014,Yukon,75–79,Female,87.0,580.0,6.7
2013–2014,Yukon,75–79,Male,63.0,791.0,12.6
2013–2014,Yukon,80–84,All,107.0,1308.0,12.2
2013–2014,Yukon,80–84,Female,60.0,786.0,13.1
2013–2014,Yukon,80–84,Male,47.0,522.0,11.1
2013–2014,Yukon,85–89,All,79.0,948.0,12.0
2013–2014,Yukon,85–89,Female,46.0,555.0,12.1
2013–2014,Yukon,85–89,Male,33.0,393.0,11.9
2013–2014,Yukon,90+,All,35.0,534.0,15.3
2013–2014,Yukon,90+,Female,24.0,250.0,10.4
2013–2014,Yukon,90+,Male,11.0,284.0,25.8
2013–2014,Yukon,All,All,2675.0,14976.0,5.6
2013–2014,Yukon,All,Female,1567.0,8020.0,5.1
2013–2014,Yukon,All,Male,1108.0,6956.0,6.3
2013–2014,Northwest Territories,00<01,All,160.0,572.0,3.6
2013–2014,Northwest Territories,00<01,Female,74.0,290.0,3.9
2013–2014,Northwest Territories,00<01,Male,86.0,282.0,3.3
2013–2014,Northwest Territories,01–04,All,124.0,331.0,2.7
2013–2014,Northwest Territories,01–04,Female,58.0,153.0,2.6
2013–2014,Northwest Territories,01–04,Male,66.0,178.0,2.7
2013–2014,Northwest Territories,05–09,All,87.0,156.0,1.8
2013–2014,Northwest Territories,05–09,Female,33.0,50.0,1.5
2013–2014,Northwest Territories,05–09,Male,54.0,106.0,2.0
2013–2014,Northwest Territories,10–14,All,75.0,162.0,2.2
2013–2014,Northwest Territories,10–14,Female,38.0,81.0,2.1
2013–2014,Northwest Territories,10–14,Male,37.0,81.0,2.2
2013–2014,Northwest Territories,15–19,All,273.0,1033.0,3.8
2013–2014,Northwest Territories,15–19,Female,194.0,552.0,2.8
2013–2014,Northwest Territories,15–19,Male,79.0,481.0,6.1
2013–2014,Northwest Territories,20–24,All,501.0,2097.0,4.2
2013–2014,Northwest Territories,20–24,Female,383.0,1274.0,3.3
2013–2014,Northwest Territories,20–24,Male,118.0,823.0,7.0
2013–2014,Northwest Territories,25–29,All,448.0,1476.0,3.3
2013–2014,Northwest Territories,25–29,Female,354.0,1019.0,2.9
2013–2014,Northwest Territories,25–29,Male,94.0,457.0,4.9
2013–2014,Northwest Territories,30–34,All,482.0,1755.0,3.6
2013–2014,Northwest Territories,30–34,Female,363.0,1173.0,3.2
2013–2014,Northwest Territories,30–34,Male,119.0,582.0,4.9
2013–2014,Northwest Territories,35–39,All,289.0,951.0,3.3
2013–2014,Northwest Territories,35–39,Female,204.0,541.0,2.7
2013–2014,Northwest Territories,35–39,Male,85.0,410.0,4.8
2013–2014,Northwest Territories,40–44,All,258.0,1233.0,4.8
2013–2014,Northwest Territories,40–44,Female,160.0,719.0,4.5
2013–2014,Northwest Territories,40–44,Male,98.0,514.0,5.2
2013–2014,Northwest Territories,45–49,All,286.0,1429.0,5.0
2013–2014,Northwest Territories,45–49,Female,132.0,756.0,5.7
2013–2014,Northwest Territories,45–49,Male,154.0,673.0,4.4
2013–2014,Northwest Territories,50–54,All,329.0,1582.0,4.8
2013–2014,Northwest Territories,50–54,Female,159.0,720.0,4.5
2013–2014,Northwest Territories,50–54,Male,170.0,862.0,5.1
2013–2014,Northwest Territories,55–59,All,288.0,1702.0,5.9
2013–2014,Northwest Territories,55–59,Female,130.0,1045.0,8.0
2013–2014,Northwest Territories,55–59,Male,158.0,657.0,4.2
2013–2014,Northwest Territories,60–64,All,238.0,1177.0,4.9
2013–2014,Northwest Territories,60–64,Female,92.0,424.0,4.6
2013–2014,Northwest Territories,60–64,Male,146.0,753.0,5.2
2013–2014,Northwest Territories,65–69,All,241.0,1330.0,5.5
2013–2014,Northwest Territories,65–69,Female,93.0,404.0,4.3
2013–2014,Northwest Territories,65–69,Male,148.0,926.0,6.3
2013–2014,Northwest Territories,70–74,All,220.0,1695.0,7.7
2013–2014,Northwest Territories,70–74,Female,106.0,997.0,9.4
2013–2014,Northwest Territories,70–74,Male,114.0,698.0,6.1
2013–2014,Northwest Territories,75–79,All,200.0,1423.0,7.1
2013–2014,Northwest Territories,75–79,Female,89.0,619.0,7.0
2013–2014,Northwest Territories,75–79,Male,111.0,804.0,7.2
2013–2014,Northwest Territories,80–84,All,149.0,1136.0,7.6
2013–2014,Northwest Territories,80–84,Female,82.0,653.0,8.0
2013–2014,Northwest Territories,80–84,Male,67.0,483.0,7.2
2013–2014,Northwest Territories,85–89,All,81.0,721.0,8.9
2013–2014,Northwest Territories,85–89,Female,50.0,415.0,8.3
2013–2014,Northwest Territories,85–89,Male,31.0,306.0,9.9
2013–2014,Northwest Territories,90+,All,40.0,409.0,10.2
2013–2014,Northwest Territories,90+,Female,25.0,174.0,7.0
2013–2014,Northwest Territories,90+,Male,15.0,235.0,15.7
2013–2014,Northwest Territories,All,All,4769.0,22370.0,4.7
2013–2014,Northwest Territories,All,Female,2819.0,12059.0,4.3
2013–2014,Northwest Territories,All,Male,1950.0,10311.0,5.3
2013–2014,Nunavut,00<01,All,109.0,391.0,3.6
2013–2014,Nunavut,00<01,Female,56.0,208.0,3.7
2013–2014,Nunavut,00<01,Male,53.0,183.0,3.5
2013–2014,Nunavut,01–04,All,53.0,187.0,3.5
2013–2014,Nunavut,01–04,Female,24.0,105.0,4.4
2013–2014,Nunavut,01–04,Male,29.0,82.0,2.8
2013–2014,Nunavut,05–09,All,20.0,42.0,2.1
2013–2014,Nunavut,05–09,Female,8.0,20.0,2.5
2013–2014,Nunavut,05–09,Male,12.0,22.0,1.8
2013–2014,Nunavut,10–14,All,23.0,62.0,2.7
2013–2014,Nunavut,10–14,Female,15.0,33.0,2.2
2013–2014,Nunavut,10–14,Male,8.0,29.0,3.6
2013–2014,Nunavut,15–19,All,173.0,419.0,2.4
2013–2014,Nunavut,15–19,Female,134.0,273.0,2.0
2013–2014,Nunavut,15–19,Male,39.0,146.0,3.7
2013–2014,Nunavut,20–24,All,223.0,542.0,2.4
2013–2014,Nunavut,20–24,Female,192.0,421.0,2.2
2013–2014,Nunavut,20–24,Male,31.0,121.0,3.9
2013–2014,Nunavut,25–29,All,203.0,510.0,2.5
2013–2014,Nunavut,25–29,Female,163.0,330.0,2.0
2013–2014,Nunavut,25–29,Male,40.0,180.0,4.5
2013–2014,Nunavut,30–34,All,159.0,454.0,2.9
2013–2014,Nunavut,30–34,Female,136.0,378.0,2.8
2013–2014,Nunavut,30–34,Male,23.0,76.0,3.3
2013–2014,Nunavut,35–39,All,89.0,274.0,3.1
2013–2014,Nunavut,35–39,Female,68.0,175.0,2.6
2013–2014,Nunavut,35–39,Male,21.0,99.0,4.7
2013–2014,Nunavut,40–44,All,61.0,209.0,3.4
2013–2014,Nunavut,40–44,Female,31.0,88.0,2.8
2013–2014,Nunavut,40–44,Male,30.0,121.0,4.0
2013–2014,Nunavut,45–49,All,56.0,210.0,3.8
2013–2014,Nunavut,45–49,Female,26.0,103.0,4.0
2013–2014,Nunavut,45–49,Male,30.0,107.0,3.6
2013–2014,Nunavut,50–54,All,57.0,152.0,2.7
2013–2014,Nunavut,50–54,Female,32.0,83.0,2.6
2013–2014,Nunavut,50–54,Male,25.0,69.0,2.8
2013–2014,Nunavut,55–59,All,40.0,101.0,2.5
2013–2014,Nunavut,55–59,Female,19.0,40.0,2.1
2013–2014,Nunavut,55–59,Male,21.0,61.0,2.9
2013–2014,Nunavut,60–64,All,40.0,103.0,2.6
2013–2014,Nunavut,60–64,Female,18.0,38.0,2.1
2013–2014,Nunavut,60–64,Male,22.0,65.0,3.0
2013–2014,Nunavut,65–69,All,58.0,194.0,3.3
2013–2014,Nunavut,65–69,Female,27.0,83.0,3.1
2013–2014,Nunavut,65–69,Male,31.0,111.0,3.6
2013–2014,Nunavut,70–74,All,50.0,142.0,2.8
2013–2014,Nunavut,70–74,Female,29.0,74.0,2.6
2013–2014,Nunavut,70–74,Male,21.0,68.0,3.2
2013–2014,Nunavut,75–79,All,35.0,102.0,2.9
2013–2014,Nunavut,75–79,Female,16.0,42.0,2.6
2013–2014,Nunavut,75–79,Male,19.0,60.0,3.2
2013–2014,Nunavut,80–84,All,23.0,82.0,3.5
2013–2014,Nunavut,80–84,Female,23.0,82.0,3.6
2013–2014,Nunavut,80–84,Male,,,
2013–2014,Nunavut,85–89,All,12.0,124.0,8.6
2013–2014,Nunavut,85–89,Female,12.0,124.0,10.3
2013–2014,Nunavut,85–89,Male,,,
2013–2014,Nunavut,All,All,1484.0,4300.0,2.9
2013–2014,Nunavut,All,Female,1029.0,2700.0,2.6
2013–2014,Nunavut,All,Male,455.0,1600.0,3.5
2013–2014,Canada,00<01,All,62823.0,390134.0,6.2
2013–2014,Canada,00<01,Female,26702.0,172942.0,6.5
2013–2014,Canada,00<01,Male,36116.0,217178.0,6.0
2013–2014,Canada,01–04,All,55893.0,165812.0,3.0
2013–2014,Canada,01–04,Female,24167.0,73550.0,3.0
2013–2014,Canada,01–04,Male,31724.0,92260.0,2.9
2013–2014,Canada,05–09,All,33805.0,110856.0,3.3
2013–2014,Canada,05–09,Female,14811.0,46623.0,3.1
2013–2014,Canada,05–09,Male,18994.0,64233.0,3.4
2013–2014,Canada,10–14,All,35580.0,173429.0,4.9
2013–2014,Canada,10–14,Female,18195.0,99690.0,5.5
2013–2014,Canada,10–14,Male,17383.0,73737.0,4.2
2013–2014,Canada,15–19,All,77163.0,397815.0,5.2
2013–2014,Canada,15–19,Female,47887.0,227799.0,4.8
2013–2014,Canada,15–19,Male,29268.0,169876.0,5.8
2013–2014,Canada,20–24,All,120595.0,523137.0,4.3
2013–2014,Canada,20–24,Female,88906.0,300674.0,3.4
2013–2014,Canada,20–24,Male,31675.0,222427.0,7.0
2013–2014,Canada,25–29,All,186855.0,678780.0,3.6
2013–2014,Canada,25–29,Female,155372.0,453978.0,2.9
2013–2014,Canada,25–29,Male,31474.0,224679.0,7.1
2013–2014,Canada,30–34,All,213637.0,755651.0,3.5
2013–2014,Canada,30–34,Female,180421.0,532972.0,3.0
2013–2014,Canada,30–34,Male,33208.0,222649.0,6.7
2013–2014,Canada,35–39,All,149430.0,639221.0,4.3
2013–2014,Canada,35–39,Female,113664.0,404461.0,3.6
2013–2014,Canada,35–39,Male,35758.0,234709.0,6.6
2013–2014,Canada,40–44,All,111950.0,605255.0,5.4
2013–2014,Canada,40–44,Female,68154.0,323564.0,4.7
2013–2014,Canada,40–44,Male,43788.0,281635.0,6.4
2013–2014,Canada,45–49,All,127689.0,802826.0,6.3
2013–2014,Canada,45–49,Female,67448.0,400907.0,5.9
2013–2014,Canada,45–49,Male,60233.0,401889.0,6.7
2013–2014,Canada,50–54,All,166422.0,1116934.0,6.7
2013–2014,Canada,50–54,Female,81185.0,528578.0,6.5
2013–2014,Canada,50–54,Male,85231.0,588343.0,6.9
2013–2014,Canada,55–59,All,192703.0,1391843.0,7.2
2013–2014,Canada,55–59,Female,89310.0,640573.0,7.2
2013–2014,Canada,55–59,Male,103387.0,751228.0,7.3
2013–2014,Canada,60–64,All,214092.0,1642656.0,7.7
2013–2014,Canada,60–64,Female,97399.0,742507.0,7.6
2013–2014,Canada,60–64,Male,116689.0,900128.0,7.7
2013–2014,Canada,65–69,All,233167.0,1909115.0,8.2
2013–2014,Canada,65–69,Female,106415.0,876923.0,8.2
2013–2014,Canada,65–69,Male,126749.0,1032164.0,8.1
2013–2014,Canada,70–74,All,224720.0,2006373.0,8.9
2013–2014,Canada,70–74,Female,105097.0,948344.0,9.0
2013–2014,Canada,70–74,Male,119620.0,1058008.0,8.8
2013–2014,Canada,75–79,All,221117.0,2278723.0,10.3
2013–2014,Canada,75–79,Female,107526.0,1122190.0,10.4
2013–2014,Canada,75–79,Male,113591.0,1156533.0,10.2
2013–2014,Canada,80–84,All,220907.0,2592098.0,11.7
2013–2014,Canada,80–84,Female,115041.0,1388751.0,12.1
2013–2014,Canada,80–84,Male,105865.0,1203346.0,11.4
2013–2014,Canada,85–89,All,174373.0,2303432.0,13.2
2013–2014,Canada,85–89,Female,101352.0,1381193.0,13.6
2013–2014,Canada,85–89,Male,73020.0,922166.0,12.6
2013–2014,Canada,90+,All,116401.0,1641022.0,14.1
2013–2014,Canada,90+,Female,77854.0,1126083.0,14.5
2013–2014,Canada,90+,Male,38546.0,514931.0,13.4
2013–2014,Canada,All,All,2939326.0,22125112.0,7.5
2013–2014,Canada,All,Female,1686906.0,11792302.0,7.0
2013–2014,Canada,All,Male,1252319.0,10332119.0,8.3
2012–2013,Newfoundland and Labrador,00<01,All,655.0,3579.0,5.5
2012–2013,Newfoundland and Labrador,00<01,Female,244.0,1470.0,6.0
2012–2013,Newfoundland and Labrador,00<01,Male,411.0,2109.0,5.1
2012–2013,Newfoundland and Labrador,01–04,All,884.0,2921.0,3.3
2012–2013,Newfoundland and Labrador,01–04,Female,373.0,1361.0,3.6
2012–2013,Newfoundland and Labrador,01–04,Male,511.0,1560.0,3.1
2012–2013,Newfoundland and Labrador,05–09,All,737.0,2344.0,3.2
2012–2013,Newfoundland and Labrador,05–09,Female,302.0,892.0,3.0
2012–2013,Newfoundland and Labrador,05–09,Male,435.0,1452.0,3.3
2012–2013,Newfoundland and Labrador,10–14,All,678.0,2795.0,4.1
2012–2013,Newfoundland and Labrador,10–14,Female,339.0,1474.0,4.3
2012–2013,Newfoundland and Labrador,10–14,Male,339.0,1321.0,3.9
2012–2013,Newfoundland and Labrador,15–19,All,1429.0,6547.0,4.6
2012–2013,Newfoundland and Labrador,15–19,Female,919.0,4052.0,4.4
2012–2013,Newfoundland and Labrador,15–19,Male,510.0,2495.0,4.9
2012–2013,Newfoundland and Labrador,20–24,All,1942.0,7366.0,3.8
2012–2013,Newfoundland and Labrador,20–24,Female,1480.0,5155.0,3.5
2012–2013,Newfoundland and Labrador,20–24,Male,462.0,2211.0,4.8
2012–2013,Newfoundland and Labrador,25–29,All,2569.0,9416.0,3.7
2012–2013,Newfoundland and Labrador,25–29,Female,2162.0,7274.0,3.4
2012–2013,Newfoundland and Labrador,25–29,Male,407.0,2142.0,5.3
2012–2013,Newfoundland and Labrador,30–34,All,2783.0,10947.0,3.9
2012–2013,Newfoundland and Labrador,30–34,Female,2281.0,8302.0,3.6
2012–2013,Newfoundland and Labrador,30–34,Male,502.0,2645.0,5.3
2012–2013,Newfoundland and Labrador,35–39,All,2155.0,10183.0,4.7
2012–2013,Newfoundland and Labrador,35–39,Female,1569.0,6157.0,3.9
2012–2013,Newfoundland and Labrador,35–39,Male,586.0,4026.0,6.9
2012–2013,Newfoundland and Labrador,40–44,All,2133.0,10938.0,5.1
2012–2013,Newfoundland and Labrador,40–44,Female,1352.0,6561.0,4.9
2012–2013,Newfoundland and Labrador,40–44,Male,781.0,4377.0,5.6
2012–2013,Newfoundland and Labrador,45–49,All,2579.0,16095.0,6.2
2012–2013,Newfoundland and Labrador,45–49,Female,1538.0,9753.0,6.3
2012–2013,Newfoundland and Labrador,45–49,Male,1041.0,6342.0,6.1
2012–2013,Newfoundland and Labrador,50–54,All,3283.0,23425.0,7.1
2012–2013,Newfoundland and Labrador,50–54,Female,1736.0,12158.0,7.0
2012–2013,Newfoundland and Labrador,50–54,Male,1547.0,11267.0,7.3
2012–2013,Newfoundland and Labrador,55–59,All,3937.0,29990.0,7.6
2012–2013,Newfoundland and Labrador,55–59,Female,1858.0,13065.0,7.0
2012–2013,Newfoundland and Labrador,55–59,Male,2079.0,16925.0,8.1
2012–2013,Newfoundland and Labrador,60–64,All,4620.0,36253.0,7.8
2012–2013,Newfoundland and Labrador,60–64,Female,2150.0,15939.0,7.4
2012–2013,Newfoundland and Labrador,60–64,Male,2470.0,20314.0,8.2
2012–2013,Newfoundland and Labrador,65–69,All,4912.0,45068.0,9.2
2012–2013,Newfoundland and Labrador,65–69,Female,2227.0,19148.0,8.6
2012–2013,Newfoundland and Labrador,65–69,Male,2685.0,25920.0,9.7
2012–2013,Newfoundland and Labrador,70–74,All,4170.0,43650.0,10.5
2012–2013,Newfoundland and Labrador,70–74,Female,1886.0,18874.0,10.0
2012–2013,Newfoundland and Labrador,70–74,Male,2284.0,24776.0,10.8
2012–2013,Newfoundland and Labrador,75–79,All,4062.0,49328.0,12.1
2012–2013,Newfoundland and Labrador,75–79,Female,1923.0,24188.0,12.6
2012–2013,Newfoundland and Labrador,75–79,Male,2139.0,25140.0,11.8
2012–2013,Newfoundland and Labrador,80–84,All,3539.0,46078.0,13.0
2012–2013,Newfoundland and Labrador,80–84,Female,1754.0,25451.0,14.5
2012–2013,Newfoundland and Labrador,80–84,Male,1785.0,20627.0,11.6
2012–2013,Newfoundland and Labrador,85–89,All,2364.0,37840.0,16.0
2012–2013,Newfoundland and Labrador,85–89,Female,1360.0,23191.0,17.1
2012–2013,Newfoundland and Labrador,85–89,Male,1004.0,14649.0,14.6
2012–2013,Newfoundland and Labrador,90+,All,1429.0,23910.0,16.7
2012–2013,Newfoundland and Labrador,90+,Female,924.0,16276.0,17.6
2012–2013,Newfoundland and Labrador,90+,Male,505.0,7634.0,15.1
2012–2013,Newfoundland and Labrador,All,All,50860.0,418673.0,8.2
2012–2013,Newfoundland and Labrador,All,Female,28377.0,220741.0,7.8
2012–2013,Newfoundland and Labrador,All,Male,22483.0,197932.0,8.8
2012–2013,Prince Edward Island,00<01,All,248.0,1463.0,5.9
2012–2013,Prince Edward Island,00<01,Female,107.0,702.0,6.6
2012–2013,Prince Edward Island,00<01,Male,141.0,761.0,5.4
2012–2013,Prince Edward Island,01–04,All,318.0,709.0,2.2
2012–2013,Prince Edward Island,01–04,Female,130.0,342.0,2.6
2012–2013,Prince Edward Island,01–04,Male,188.0,367.0,2.0
2012–2013,Prince Edward Island,05–09,All,169.0,476.0,2.8
2012–2013,Prince Edward Island,05–09,Female,85.0,227.0,2.7
2012–2013,Prince Edward Island,05–09,Male,84.0,249.0,3.0
2012–2013,Prince Edward Island,10–14,All,235.0,1132.0,4.8
2012–2013,Prince Edward Island,10–14,Female,123.0,539.0,4.4
2012–2013,Prince Edward Island,10–14,Male,112.0,593.0,5.3
2012–2013,Prince Edward Island,15–19,All,444.0,2269.0,5.1
2012–2013,Prince Edward Island,15–19,Female,275.0,1241.0,4.5
2012–2013,Prince Edward Island,15–19,Male,169.0,1028.0,6.1
2012–2013,Prince Edward Island,20–24,All,593.0,2756.0,4.6
2012–2013,Prince Edward Island,20–24,Female,430.0,1924.0,4.5
2012–2013,Prince Edward Island,20–24,Male,163.0,832.0,5.1
2012–2013,Prince Edward Island,25–29,All,759.0,2994.0,3.9
2012–2013,Prince Edward Island,25–29,Female,615.0,2225.0,3.6
2012–2013,Prince Edward Island,25–29,Male,144.0,769.0,5.3
2012–2013,Prince Edward Island,30–34,All,754.0,3219.0,4.3
2012–2013,Prince Edward Island,30–34,Female,614.0,2283.0,3.7
2012–2013,Prince Edward Island,30–34,Male,140.0,936.0,6.7
2012–2013,Prince Edward Island,35–39,All,553.0,2850.0,5.2
2012–2013,Prince Edward Island,35–39,Female,374.0,1560.0,4.2
2012–2013,Prince Edward Island,35–39,Male,179.0,1290.0,7.2
2012–2013,Prince Edward Island,40–44,All,510.0,3707.0,7.3
2012–2013,Prince Edward Island,40–44,Female,304.0,1961.0,6.5
2012–2013,Prince Edward Island,40–44,Male,206.0,1746.0,8.5
2012–2013,Prince Edward Island,45–49,All,642.0,4814.0,7.5
2012–2013,Prince Edward Island,45–49,Female,361.0,2474.0,6.9
2012–2013,Prince Edward Island,45–49,Male,281.0,2340.0,8.3
2012–2013,Prince Edward Island,50–54,All,781.0,6279.0,8.0
2012–2013,Prince Edward Island,50–54,Female,373.0,2741.0,7.3
2012–2013,Prince Edward Island,50–54,Male,408.0,3538.0,8.7
2012–2013,Prince Edward Island,55–59,All,882.0,7832.0,8.9
2012–2013,Prince Edward Island,55–59,Female,436.0,3513.0,8.1
2012–2013,Prince Edward Island,55–59,Male,446.0,4319.0,9.7
2012–2013,Prince Edward Island,60–64,All,1042.0,8674.0,8.3
2012–2013,Prince Edward Island,60–64,Female,474.0,3739.0,7.9
2012–2013,Prince Edward Island,60–64,Male,568.0,4935.0,8.7
2012–2013,Prince Edward Island,65–69,All,1213.0,12515.0,10.3
2012–2013,Prince Edward Island,65–69,Female,540.0,5839.0,10.8
2012–2013,Prince Edward Island,65–69,Male,673.0,6676.0,9.9
2012–2013,Prince Edward Island,70–74,All,1123.0,13515.0,12.0
2012–2013,Prince Edward Island,70–74,Female,520.0,6016.0,11.6
2012–2013,Prince Edward Island,70–74,Male,603.0,7499.0,12.4
2012–2013,Prince Edward Island,75–79,All,1225.0,16670.0,13.6
2012–2013,Prince Edward Island,75–79,Female,583.0,7644.0,13.1
2012–2013,Prince Edward Island,75–79,Male,642.0,9026.0,14.1
2012–2013,Prince Edward Island,80–84,All,1103.0,18737.0,17.0
2012–2013,Prince Edward Island,80–84,Female,586.0,9527.0,16.3
2012–2013,Prince Edward Island,80–84,Male,517.0,9210.0,17.8
2012–2013,Prince Edward Island,85–89,All,857.0,14026.0,16.4
2012–2013,Prince Edward Island,85–89,Female,537.0,8694.0,16.2
2012–2013,Prince Edward Island,85–89,Male,320.0,5332.0,16.7
2012–2013,Prince Edward Island,90+,All,595.0,12891.0,21.7
2012–2013,Prince Edward Island,90+,Female,427.0,8862.0,20.8
2012–2013,Prince Edward Island,90+,Male,168.0,4029.0,24.0
2012–2013,Prince Edward Island,All,All,14046.0,137528.0,9.8
2012–2013,Prince Edward Island,All,Female,7894.0,72053.0,9.1
2012–2013,Prince Edward Island,All,Male,6152.0,65475.0,10.6
2012–2013,Nova Scotia,00<01,All,1388.0,7837.0,5.6
2012–2013,Nova Scotia,00<01,Female,592.0,3601.0,6.1
2012–2013,Nova Scotia,00<01,Male,796.0,4235.0,5.3
2012–2013,Nova Scotia,01–04,All,1595.0,5467.0,3.4
2012–2013,Nova Scotia,01–04,Female,723.0,2851.0,3.9
2012–2013,Nova Scotia,01–04,Male,872.0,2616.0,3.0
2012–2013,Nova Scotia,05–09,All,1130.0,4115.0,3.6
2012–2013,Nova Scotia,05–09,Female,538.0,1971.0,3.7
2012–2013,Nova Scotia,05–09,Male,592.0,2144.0,3.6
2012–2013,Nova Scotia,10–14,All,1293.0,6027.0,4.7
2012–2013,Nova Scotia,10–14,Female,637.0,3209.0,5.0
2012–2013,Nova Scotia,10–14,Male,656.0,2818.0,4.3
2012–2013,Nova Scotia,15–19,All,2594.0,12695.0,4.9
2012–2013,Nova Scotia,15–19,Female,1649.0,6925.0,4.2
2012–2013,Nova Scotia,15–19,Male,945.0,5770.0,6.1
2012–2013,Nova Scotia,20–24,All,3525.0,16238.0,4.6
2012–2013,Nova Scotia,20–24,Female,2749.0,11413.0,4.2
2012–2013,Nova Scotia,20–24,Male,776.0,4825.0,6.2
2012–2013,Nova Scotia,25–29,All,4480.0,17824.0,4.0
2012–2013,Nova Scotia,25–29,Female,3813.0,13219.0,3.5
2012–2013,Nova Scotia,25–29,Male,667.0,4605.0,6.9
2012–2013,Nova Scotia,30–34,All,4580.0,19892.0,4.3
2012–2013,Nova Scotia,30–34,Female,3850.0,14201.0,3.7
2012–2013,Nova Scotia,30–34,Male,730.0,5691.0,7.8
2012–2013,Nova Scotia,35–39,All,3240.0,15907.0,4.9
2012–2013,Nova Scotia,35–39,Female,2453.0,10577.0,4.3
2012–2013,Nova Scotia,35–39,Male,787.0,5330.0,6.8
2012–2013,Nova Scotia,40–44,All,3158.0,17766.0,5.6
2012–2013,Nova Scotia,40–44,Female,1906.0,9719.0,5.1
2012–2013,Nova Scotia,40–44,Male,1252.0,8047.0,6.4
2012–2013,Nova Scotia,45–49,All,3882.0,24986.0,6.4
2012–2013,Nova Scotia,45–49,Female,2111.0,12892.0,6.1
2012–2013,Nova Scotia,45–49,Male,1771.0,12094.0,6.8
2012–2013,Nova Scotia,50–54,All,4990.0,37554.0,7.5
2012–2013,Nova Scotia,50–54,Female,2441.0,17204.0,7.0
2012–2013,Nova Scotia,50–54,Male,2549.0,20350.0,8.0
2012–2013,Nova Scotia,55–59,All,5936.0,47700.0,8.0
2012–2013,Nova Scotia,55–59,Female,2721.0,21777.0,8.0
2012–2013,Nova Scotia,55–59,Male,3215.0,25923.0,8.1
2012–2013,Nova Scotia,60–64,All,7193.0,59246.0,8.2
2012–2013,Nova Scotia,60–64,Female,3235.0,26234.0,8.1
2012–2013,Nova Scotia,60–64,Male,3958.0,33012.0,8.3
2012–2013,Nova Scotia,65–69,All,7715.0,70221.0,9.1
2012–2013,Nova Scotia,65–69,Female,3496.0,31058.0,8.9
2012–2013,Nova Scotia,65–69,Male,4219.0,39163.0,9.3
2012–2013,Nova Scotia,70–74,All,7284.0,77817.0,10.7
2012–2013,Nova Scotia,70–74,Female,3307.0,36224.0,11.0
2012–2013,Nova Scotia,70–74,Male,3977.0,41593.0,10.5
2012–2013,Nova Scotia,75–79,All,6726.0,85559.0,12.7
2012–2013,Nova Scotia,75–79,Female,3148.0,42812.0,13.6
2012–2013,Nova Scotia,75–79,Male,3578.0,42747.0,11.9
2012–2013,Nova Scotia,80–84,All,6048.0,99154.0,16.4
2012–2013,Nova Scotia,80–84,Female,3065.0,52758.0,17.2
2012–2013,Nova Scotia,80–84,Male,2983.0,46396.0,15.6
2012–2013,Nova Scotia,85–89,All,4462.0,79382.0,17.8
2012–2013,Nova Scotia,85–89,Female,2661.0,50204.0,18.9
2012–2013,Nova Scotia,85–89,Male,1801.0,29178.0,16.2
2012–2013,Nova Scotia,90+,All,3111.0,62642.0,20.1
2012–2013,Nova Scotia,90+,Female,2113.0,45657.0,21.6
2012–2013,Nova Scotia,90+,Male,998.0,16985.0,17.0
2012–2013,Nova Scotia,All,All,84330.0,768029.0,9.1
2012–2013,Nova Scotia,All,Female,47208.0,414506.0,8.8
2012–2013,Nova Scotia,All,Male,37122.0,353522.0,9.5
2012–2013,New Brunswick,00<01,All,1049.0,3985.0,3.8
2012–2013,New Brunswick,00<01,Female,475.0,2001.0,4.2
2012–2013,New Brunswick,00<01,Male,574.0,1984.0,3.5
2012–2013,New Brunswick,01–04,All,1497.0,3399.0,2.3
2012–2013,New Brunswick,01–04,Female,695.0,1629.0,2.3
2012–2013,New Brunswick,01–04,Male,802.0,1770.0,2.2
2012–2013,New Brunswick,05–09,All,919.0,2475.0,2.7
2012–2013,New Brunswick,05–09,Female,406.0,888.0,2.2
2012–2013,New Brunswick,05–09,Male,513.0,1587.0,3.1
2012–2013,New Brunswick,10–14,All,902.0,4468.0,5.0
2012–2013,New Brunswick,10–14,Female,437.0,2461.0,5.6
2012–2013,New Brunswick,10–14,Male,465.0,2007.0,4.3
2012–2013,New Brunswick,15–19,All,2023.0,9776.0,4.8
2012–2013,New Brunswick,15–19,Female,1312.0,6056.0,4.6
2012–2013,New Brunswick,15–19,Male,711.0,3720.0,5.2
2012–2013,New Brunswick,20–24,All,3264.0,13940.0,4.3
2012–2013,New Brunswick,20–24,Female,2515.0,8495.0,3.4
2012–2013,New Brunswick,20–24,Male,749.0,5445.0,7.3
2012–2013,New Brunswick,25–29,All,4052.0,15965.0,3.9
2012–2013,New Brunswick,25–29,Female,3322.0,10897.0,3.3
2012–2013,New Brunswick,25–29,Male,730.0,5068.0,6.9
2012–2013,New Brunswick,30–34,All,3841.0,15791.0,4.1
2012–2013,New Brunswick,30–34,Female,3078.0,11213.0,3.6
2012–2013,New Brunswick,30–34,Male,763.0,4578.0,6.0
2012–2013,New Brunswick,35–39,All,3182.0,15172.0,4.8
2012–2013,New Brunswick,35–39,Female,2250.0,9496.0,4.2
